SUBJECT	SESSION	TIME	UTTERANCE	MATCHES	MATCHED	CONTEXT
45	5	00:05:36	jumping around.	1	around	
45	5	00:05:36	it keeps jumping away from him.	1	away	
45	5	00:05:36	um he lives in a condo on Sesame_Street.	2	in, on	
45	5	00:05:36	with his mom and dad.	1	with	
45	5	00:06:28	they're on here?	1	on	
45	5	00:06:28	you show me who they are when they come on.	1	on	
45	5	00:06:38	he eats cookies all the time.	1	all	
45	5	00:06:38	because they all fell out.	2	all, out	
45	5	00:07:02	don't jump on the couch please.	1	on	
45	5	00:07:02	you can jump on the floor.	1	on	
45	5	00:07:02	jump on the floor.	1	on	
45	5	00:07:02	not on the couch!	1	on	
45	5	00:07:02	show me how high you can jump.	1	high	
45	5	00:07:02	do it over here.	1	over	
45	5	00:07:02	watch your head though on the coffeetable.	2	head, on	
45	5	00:07:02	do it right here.	1	right	
45	5	00:07:02	you have this whole area to do it.	2	whole, area	
45	5	00:07:02	I found -- I see a lucky penny on the floor.	1	on	
48	8	00:08:01	ok, I'm warning you that Lilly might topple it over.	1	over	
48	8	00:08:01	ok, what do we start with?	1	with	
48	8	00:08:01	wait, let's do it over here.	1	over	
48	8	00:08:01	I think you start with that on the bottom?	3	with, on, bottom	
48	8	00:08:36	you put it on.	1	on	
48	8	00:08:53	yeah, since she has a big boo+boo on her head.	3	big, on, head	
48	8	00:09:09	oh high high high.	3	high, high, high	
48	8	00:09:58	high all the way up?	3	high, all, up	M gesturing to sib.
48	8	00:09:58	yes that could be decoration in the middle.	2	in, middle	
48	8	00:10:17	remember when you put it in the book -- in between the shelves.	3	in, in, between	
48	8	00:10:22	dump the ### out.	1	out	
48	8	00:10:45	now how come it's not so high?	1	high	
48	8	00:10:51	oh you're going to make it very high?	1	high	
48	8	00:11:20	well, this would be the bottom down here.	2	bottom, down	
48	8	00:12:00	do you want to give him the triangle?	1	triangle	
48	8	00:12:00	wow, I can use a triangle.	1	triangle	
48	8	00:12:20	here, why don't you take this block before she -- it falls again.	1	before	
48	8	00:12:20	it fell out of her hands.	1	out	
48	8	00:12:20	what are you going to do with that one?	1	with	
48	8	00:12:20	no it won't fit in there.	1	in	
48	8	00:12:20	it won't fit between.	1	between	
48	8	00:12:20	I don't know how your daddy does this, but he does this with you.	1	with	
48	8	00:12:20	let Lilly hand you some more blocks.	1	some	
48	8	00:13:00	triangle.	1	triangle	
48	8	00:13:04	triangle.	1	triangle	
48	8	00:13:15	Lil hand it to Jason and he'll put it on for you.	1	on	
48	8	00:14:03	can she put that one up?	1	up	
48	8	00:14:03	oh, you want it vertical?	1	vertical	
48	8	00:13:34	I'm just going to put it right here.	1	right	
48	8	00:13:34	right here.	1	right	
48	8	00:14:43	you want to put the triangle on there?	2	triangle, on	
48	8	00:14:43	turn turn turn.	3	turn, turn, turn	
48	8	00:15:01	you know what Lilly, you can build them right here with mom.	2	right, with	
48	8	00:15:01	while Jason works on that.	1	on	
48	8	00:15:01	you want to work on it with Lilly?	2	on, with	
48	8	00:15:32	I want to look at your face.	1	face	
48	8	00:16:15	pick a cylinder.	1	cylinder	
48	8	00:16:59	how about building them this way?	1	about	
48	8	00:17:40	ok, can put this one on the top top.	3	on, top, top	
48	8	00:17:40	go ahead.	1	ahead	
48	8	00:18:19	no go ahead.	1	ahead	
48	8	00:18:24	right on top --	3	right, on, top	
48	8	00:18:24	turn it around.	2	turn, around	
48	8	00:18:24	because that's the flat edge.	2	flat, edge	
48	8	00:18:24	turn it around this way.	2	turn, around	
48	8	00:18:48	put it down that way.	1	down	
48	8	00:18:57	hold on.	1	on	
48	8	00:18:57	it wasn't put on very tightly.	1	on	
48	8	00:18:57	yes, it's right up the back.	3	right, up, back	
48	8	00:19:26	go get some -- go get some milk to feed the baby.	2	some, some	
48	8	00:08:11	all done.	1	all	
48	8	00:09:01	that's right.	1	right	
48	8	00:09:15	do you want -- want some?	1	some	
48	8	00:09:15	that's water in there.	1	in	
48	8	00:10:00	a big boo+boo on your forehead.	2	big, on	
48	8	00:10:00	you ate such a big snack I'm not sure you're going to eat lunch, but --	1	big	
48	8	00:10:00	what's that over there?	1	over	
48	8	00:10:00	that's right.	1	right	
48	8	00:11:00	little belly.	1	little	
48	8	00:11:11	look at all those crackers for that little girl.	2	all, little	
48	8	00:12:04	sit on your chair all the way please.	2	on, all	
48	8	00:12:04	can you pick up your bowl?	1	up	
48	8	00:12:04	please go pick up your bowl.	1	up	
48	8	00:13:08	is there more on the floor?	1	on	
48	8	00:13:08	here's some of Lilly's raisins.	1	some	
48	8	00:13:08	it's all clean.	1	all	
48	8	00:13:08	did you spit out your cracker I think.	1	out	
48	8	00:13:08	all done.	1	all	
48	8	00:13:08	take that one last cracker.	1	last	
48	8	00:14:01	you all done?	1	all	
48	8	00:14:01	gosh more dirt on the floor.	1	on	
48	8	00:14:01	all done?	1	all	
48	8	00:14:01	Jason you can put it in the sink.	1	in	
48	8	00:14:01	could you pick it up and put it in the sink?	2	up, in	
48	8	00:14:01	go ahead.	1	ahead	
48	8	00:14:01	put it in the sink.	1	in	
48	8	00:14:58	you all done with your snack?	2	all, with	
48	8	00:14:58	leave your pretzel on the table.	1	on	
48	8	00:14:58	yeah I don't think you had one to begin with.	1	with	
48	8	00:15:29	go sit down.	1	down	
48	8	00:15:29	sit down with Lilly and you can finish it.	2	down, with	
48	8	00:15:29	oh you want to be closer.	1	closer	
48	8	00:15:29	in?	1	in	
48	8	00:15:29	you want to be closer?	1	closer	
48	8	00:16:04	are you close enough?	2	close, enough	
48	8	00:16:04	what is this all over here?	2	all, over	
48	8	00:16:04	bit down.	2	bit, down	
48	8	00:16:04	go ahead.	1	ahead	
48	8	00:16:04	bite down.	1	down	
48	8	00:17:00	you're right.	1	right	
48	8	00:17:00	are you done with your pretzel stick?	1	with	
48	8	00:17:00	you're right.	1	right	
48	8	00:17:00	ah, Lilly are you finished with your pretzel?	1	with	
48	8	00:17:00	do you want to come down?	1	down	
48	8	00:17:00	I think the valve came out.	1	out	
48	8	00:17:59	you want the top on?	2	top, on	
48	8	00:17:59	hold on.	1	on	
48	8	00:17:59	let's not play with it.	1	with	
48	8	00:17:59	do you want to go back and play?	1	back	
48	8	00:17:59	go back and play and I'll get Lilly to come with us.	2	back, with	
48	8	00:17:59	leave your pretzel on the table.	1	on	
48	8	00:17:59	come on.	1	on	
48	8	00:17:59	you need to leave your pretzel in the kitchen.	1	in	
48	8	00:17:59	put it on the table.	1	on	
48	8	00:17:59	you can't bring the pretzel in the other room.	1	in	
48	8	00:18:58	that's the living+room and we don't eat in there.	1	in	
48	8	00:18:58	are you all done with your art project?	2	all, with	
48	8	00:18:58	not enough what?	1	enough	
48	8	00:18:58	I think we've had enough glue.	1	enough	
48	8	00:18:58	let's do some stickers.	1	some	
48	8	00:18:58	do you want to do stickers on the construction paper?	1	on	
48	8	00:18:58	take out the stickers you want to use.	1	out	
48	9	00:38:02	kind of slide out.	1	out	
48	9	00:38:02	watch your head.	1	head	
48	9	00:38:02	it has a front.	1	front	
48	9	00:38:02	sit down.	1	down	
48	9	00:38:02	there's the front.	1	front	
48	9	00:38:02	what's next?	1	next	
48	9	00:40:00	now do you need to put it all together so it stays together?	3	all, together, together	
48	9	00:40:00	should I help you push it so it stays together?	1	together	
48	9	00:40:00	I should put -- put some on top.	3	some, on, top	
48	9	00:40:00	put these across.	1	across	
48	9	00:40:00	then you got the whole spaceship staying together.	2	whole, together	
48	9	00:40:00	well that's up to you.	1	up	
48	9	00:40:00	is -- is that -- do you want that to be the front?	1	front	
48	9	00:40:00	your Dad is much better at this than I am.	1	much	
48	9	00:40:00	so where's the front?	1	front	
48	9	00:40:00	so put it down there.	1	down	
48	9	00:40:00	do you want this the front?	1	front	
48	9	00:40:00	that can be the front.	1	front	
48	9	00:40:00	and I can attach it with this.	1	with	
48	9	00:40:00	you can even make this the front.	1	front	
48	9	00:40:00	this little pink thing can be the front.	2	little, front	
48	9	00:40:00	so here's the front right?	2	front, right	
48	9	00:40:00	well that you can put on yourself.	1	on	
48	9	00:40:00	I thought you're building your space ship first.	1	first	
48	9	00:42:00	oh hold on.	1	on	
48	9	00:42:00	right in there.	2	right, in	
48	9	00:42:00	do you want a window on your other side.	2	on, side	
48	9	00:42:00	look over there.	1	over	
48	9	00:42:00	there in your hand.	1	in	
48	9	00:42:00	you're right you're right you're right.	3	right, right, right	
48	9	00:42:00	now what do you need on top to make your window?	2	on, top	
48	9	00:42:00	now you have a window on each side.	2	on, side	
48	9	00:42:00	it's all done.	1	all	
48	9	00:42:00	it's up to you.	1	up	
48	9	00:42:00	there are a lot of blocks.	1	lot	
48	9	00:42:00	here's another big one for --	1	big	
48	9	00:42:00	how many are on these?	1	on	
48	9	00:42:00	do you know if you have anyone to go inside?	1	inside	
48	9	00:42:00	oh I see someone who can go inside.	1	inside	
48	9	00:42:00	who's on the table?	1	on	
48	9	00:42:00	look in --	1	in	
48	9	00:42:00	I'll look in that.	1	in	
48	9	00:42:00	if you bring it over here.	1	over	
48	9	00:42:00	I think I saw it in the bottom there the other day.	2	in, bottom	
48	9	00:57:49	I'm on my way.	1	on	
48	9	00:57:49	Lilly no more playing in the bathroom.	1	in	
48	9	00:57:49	come on.	1	on	
48	9	00:59:00	come on baby.	1	on	
48	9	00:59:00	out of the bathroom.	1	out	
48	9	00:59:00	I need to get Lilly out of the bathroom.	1	out	
48	9	00:59:00	come on babe.	1	on	
48	9	00:59:00	you were in the bathroom!	1	in	
48	9	00:59:00	I love how you put all these guys inside!	2	all, inside	
48	9	00:59:00	maybe they -- their space suits are built ### because that's inside.	1	inside	
48	9	00:59:00	they're inside.	1	inside	
48	9	00:59:00	so they're in a space suit.	1	in	
48	9	00:59:00	hand me happy smiley face.	1	face	
48	9	00:59:00	that's enough pushing.	1	enough	
48	9	00:59:00	let her play with puppy while I help you make space -- space suits.	1	with	
48	9	00:59:00	who are we building it first for?	1	first	
48	9	00:59:00	we doing the smiley face guy?	1	face	
48	9	00:59:00	ok so, how about this?	1	about	
48	9	00:59:00	why can't we sit him down here.	1	down	
48	9	00:59:00	and then we build around him.	1	around	
48	9	00:59:00	that's like my only idea I have right now.	1	right	
48	9	00:59:00	so hold on.	1	on	
48	9	00:59:00	like in -- he's in here?	2	in, in	
48	9	00:59:00	you just want to build something very tall?	1	tall	
48	9	00:59:00	this is pretty tall.	1	tall	
48	9	00:59:00	you want to make it taller.	1	taller	
48	9	00:59:00	ok well, we can just keep putting more and more on to make it tall.	2	on, tall	
48	9	00:59:00	put the -- put blocks on.	1	on	
48	9	00:59:00	you going to help me put on blocks?	1	on	
48	9	00:59:00	you going to make it really tall?	1	tall	
48	9	00:59:00	is this tall?	1	tall	
48	9	00:59:00	put more on!	1	on	
49	8	00:06:02	how tall is that?	1	tall	
49	8	00:06:02	you're a little too close.	2	little, close	
49	8	00:06:02	Tim -- Timmy why don't you back up a little bit.	4	back, up, little, bit	
49	8	00:06:02	just a little.	1	little	
49	8	00:06:02	why don't you make your tower a little bit wider?	3	little, bit, wider	
49	8	00:06:02	it's too tall.	1	tall	
49	8	00:07:08	maybe we have to put it on -- on a wider base like this.	3	on, on, wider	
49	8	00:07:08	which one is bigger?	1	bigger	
49	8	00:07:08	the green one's bigger?	1	bigger	
49	8	00:07:08	why don't -- why don't we start to build this up?	1	up	
49	8	00:07:08	because -- because if we build this up, then -- it'll --	1	up	
49	8	00:07:48	if we build -- up this side right here, it will make the rest of the building stable.	3	up, side, right	
49	8	00:07:48	why -- why don't we put one more small one on --	2	small, on	
49	8	00:08:01	why don't put another small one on.	2	small, on	
49	8	00:08:01	and then we'll cap it off with a long one like this.	2	with, long	
49	8	00:08:17	that's -- that's all that you need to see, Timmy.	1	all	
49	8	00:09:03	I -- I like big butts and I cannot lie.	1	big	
49	8	00:09:03	how about the ### wheels?	1	about	
49	8	00:09:27	why don't we put this here so -- so it won't ### over,	1	over	
49	8	00:09:51	that -- that train is not going to go very fast because it's -- because it's carrying a big freight.	1	big	
49	8	00:09:51	right?	1	right	
49	8	00:09:51	it's carrying a lot of stuff to the warehouse.	1	lot	
49	8	00:09:51	you need some more?	1	some	
49	8	00:09:51	maybe some smaller ones.	2	some, smaller	
49	8	00:10:08	how about this one?	1	about	
49	8	00:10:08	how about this one?	1	about	
49	8	00:10:08	well sometimes we need windows so we can see through.	1	through	
49	8	00:10:08	like the dome car on -- on the Thomas movie, right?	3	on, on, right	
49	8	00:10:50	did you tell Jana about our big trip on saturday?	3	about, big, on	
49	8	00:11:01	what are we going to see in Disneyworld?	1	in	
49	8	00:11:01	what are we going to see in Disneyworld?	1	in	
49	8	00:11:01	and what's the -- what's the big place in Disneyworld that -- you always see on the commercial?	4	big, place, in, on	
49	8	00:11:17	that big place with fireworks going off over it?	4	big, place, with, over	
49	8	00:11:17	right.	1	right	
49	8	00:11:17	and we're going to eat in there.	1	in	
49	8	00:11:17	you got to face her and do that.	1	face	
49	8	00:12:01	in Florida?	1	in	
49	8	00:12:01	maybe we'll -- we'll -- have to ride on top of a whale, huh?	2	on, top	
49	8	00:12:01	we could -- we could buy the whale some uh -- some Chexmix.	2	some, some	
49	8	00:12:01	yeah, dolphins eat tiny fish.	1	tiny	
49	8	00:12:01	maybe we'll see the dolphin show at Sea_World, right?	1	right	
49	8	00:12:01	I think Jana was up early.	1	up	
49	8	00:12:01	the furnace going on.	1	on	
49	8	00:12:01	because it stinks over --	1	over	
49	8	00:13:35	ok, now, how does it stick out?	1	out	
49	8	00:13:35	here, hold on!	1	on	
49	8	00:13:56	why don't you -- sit right here.	1	right	
49	8	00:13:56	I haven't played with this in awhile.	2	with, in	
49	8	00:14:00	hurry up.	1	up	
49	8	00:14:16	hold on.	1	on	
49	8	00:14:16	hold on.	1	on	
49	8	00:14:16	I got to go ### back ###.	1	back	
49	8	00:14:16	hold on.	1	on	
49	8	00:14:16	don't push the button down.	1	down	
49	8	00:14:16	oh, get it out!	1	out	
49	8	00:14:48	can you put some medicine on it?	2	some, on	
49	8	00:15:01	you have to pull that little blue thing right there.	2	little, right	
49	8	00:15:04	pull all the way back real hard.	2	all, back	
49	8	00:15:09	pull it back and this -- then this'll go back and ###.	2	back, back	
49	8	00:15:09	no, right here.	1	right	
49	8	00:15:09	I'm going to get the hook on your dupie.	1	on	Dupie is family word for butt.
49	8	00:15:09	let me get it out.	1	out	
49	8	00:15:09	I'll put some medicine on it.	2	some, on	
49	8	00:15:09	Stitch it up.	1	up	
49	8	00:16:09	it went off by itself.	1	by	
49	8	00:16:28	what colors are in Diesel_Ten?	1	in	
49	8	00:16:35	green on top and then --	2	on, top	
49	8	00:16:36	how about that one?	1	about	
49	8	00:16:47	what's -- this -- one right here?	1	right	
49	8	00:16:47	### -- press down.	1	down	
49	8	00:16:47	make a tall dome for Diesel_Ten.	1	tall	
49	8	00:17:03	is he ### -- is he a small engine or big one?	2	small, big	
49	8	00:17:03	### long in the back.	3	long, in, back	
49	8	00:17:03	oh no, I'm going to chomp him with my special police hook.	1	with	
49	8	00:17:43	can you -- can you help me with it?	1	with	
49	8	00:17:45	why don't you open the Band_Aid up?	1	up	
49	8	00:17:45	can you open it up?	1	up	
49	8	00:18:00	what's this thing on top here?	2	on, top	
49	8	00:18:00	and what's this right here?	1	right	
49	8	00:18:00	I knocked something over.	1	over	
49	8	00:18:00	a diamond?	1	diamond	
49	8	00:18:00	going to put the diamond on the top.	3	diamond, on, top	
49	8	00:18:00	hey, this comes up, Tim.	1	up	
49	8	00:20:00	maybe we'll have -- maybe I can tickle you in front of -- Jana.	2	in, front	
49	8	00:20:00	Timmy, it's going to be warm in Florida.	1	in	
49	8	00:20:00	you're going to need a -- little shorter hair+cut, right?	3	little, shorter, right	
49	8	00:20:00	it's getting long in the back, right?	4	long, in, back, right	
49	8	00:20:00	taking them all apart?	2	all, apart	
49	8	00:20:00	are you trying to click it together?	1	together	
49	8	00:20:00	did you learn that by yourself?	1	by	
49	8	00:21:09	it's a yellow train with red wheels and a blue train with yellow wheels.	2	with, with	
49	8	00:21:09	it kind of stinks over here.	1	over	
49	8	00:21:35	what kind of things are in an old scrap+yard?	1	in	
49	8	00:21:35	hold on.	1	on	
49	8	00:21:35	you got something in your ear.	1	in	
49	8	00:22:02	that was in your ear.	1	in	
49	8	00:22:02	maybe the old trains can be in the scrap+yard.	1	in	
49	8	00:22:02	from the planes too?	1	planes	
49	8	00:22:02	I'll -- I'll hold this down real tight.	1	down	
49	8	00:22:02	press down real hard.	1	down	
49	8	00:22:02	right?	1	right	
49	8	00:22:02	do you want -- do you want some Hi_CChews?	1	some	
49	8	00:23:01	how about -- ###.	1	about	
49	8	00:23:01	how about an M&M sandwich?	1	about	
49	8	00:23:01	we don't really have kitty cat ice+cream, right?	1	right	
49	8	00:23:01	what do we have a night sometimes after dinner for a treat?	1	after	
49	8	00:23:36	what do I make in the -- in the blender?	2	in, in	
49	8	00:23:36	you're stand on the -- on the chair and have the ice+cream open.	2	on, on	
49	8	00:23:36	you picked up the blender for me?	1	up	
49	8	00:23:36	it's at the bottom?	1	bottom	
49	8	00:23:36	and -- and it's inside where?	1	inside	
49	8	00:24:05	is it in the refrigerator?	1	in	
49	8	00:24:05	in the cabinet, silly.	1	in	
49	8	00:24:05	you want to stand over here?	1	over	
49	8	00:06:13	like it's going to be summer here -- in three months.	1	in	
49	8	00:06:13	we just had lunch, right?	1	right	
49	8	00:06:13	how long is Duck's nap?	1	long	
49	8	00:06:13	that's a long nap.	1	long	
49	8	00:06:13	hey, I saw your hand through the tunnel.	1	through	
49	8	00:06:13	why don't you move that out of the way, Tim.	1	out	
49	8	00:06:13	it's right by the conveyor belt.	2	right, by	
49	8	00:06:13	um -- um, it's resting on top of the conveyor belt right by Bertie.	4	on, top, right, by	
49	8	00:06:13	it like -- I see a blue thing on top of it.	2	on, top	
49	8	00:06:13	it's resting on top of a green --	2	on, top	
49	8	00:06:13	it's the real big thing.	1	big	
49	8	00:06:13	it's at the bottom of the conveyor belt.	1	bottom	
49	8	00:06:13	over -- it's got the black top and the brown bottom.	3	over, top, bottom	
49	8	00:06:13	it's right by, uh -- Rickety.	2	right, by	
49	8	00:06:13	what is that big thing?	1	big	
49	8	00:06:13	right there.	1	right	
49	8	00:06:13	it's on its side.	2	on, side	
49	8	00:06:13	right there.	1	right	
49	8	00:06:13	black on top and a little -- a little bit of blue.	5	on, top, little, little, bit	
49	8	00:06:13	it's right by there.	2	right, by	
49	8	00:06:13	it's -- it's -- it's black top is resting right by Bertie_The_Bus.	3	top, right, by	
49	8	00:08:11	what's the thing -- what's that thing that has the black roof on it?	1	on	
49	8	00:08:11	no, right there.	1	right	
49	8	00:08:11	it's got the black and a red door on the other side.	2	on, side	
49	8	00:08:11	that one that you just picked up.	1	up	
49	8	00:08:11	right -- right by your left hand.	4	right, right, by, left	
49	8	00:08:11	er -- right there.	1	right	
49	8	00:08:11	with a seat next to it.	2	with, next	
49	8	00:08:11	we have to clean up.	1	up	
49	8	00:08:11	your train station's getting all dirty.	1	all	
49	8	00:09:05	we haven't had some for awhile, right?	2	some, right	
49	8	00:09:05	we haven't had that in awhile.	1	in	
49	8	00:09:05	you -- you been on a baloney sandwich kick, right?	2	on, right	
49	8	00:09:05	what can they have to drink with their spaghetti and meatball dinner?	1	with	
49	8	00:09:05	maybe some cold white --	1	some	
49	8	00:09:05	what kind of drink is cold and white and we have with cookies?	1	with	
49	8	00:10:09	maybe they can have some milk because it's healthy.	1	some	
49	8	00:10:09	maybe they'll have a tall glass of cold milk.	1	tall	
49	8	00:10:09	and Duck wants a little bit more.	2	little, bit	
49	8	00:10:09	can you name some green vegetables that we can have?	1	some	
49	8	00:11:01	they make you grow big and very strong.	1	big	
49	8	00:11:01	diesel's the strongest engine on the line!	2	on, line	
49	8	00:11:01	right?	1	right	
49	8	00:11:01	and -- maybe we can have some garlic cheese bread.	1	some	
49	8	00:11:01	with the spaghetti meatballs!	1	with	
49	8	00:11:01	mommy and daddy like garlic bread, right?	1	right	
49	8	00:11:01	you always have -- that's the first thing you always have!	1	first	
49	8	00:11:01	no -- Diesel and Duck aren't going to be hungry after that spaghetti and meatball dinner, are they?	1	after	
49	8	00:11:01	maybe they'll have a little snack before -- maybe a little snack?	3	little, before, little	
49	8	00:11:01	I was thinking more like maybe they can have some chocolate pudding or something or they can have some yogurt.	2	some, some	
49	8	00:11:01	after their bath.	1	after	
49	8	00:12:00	sometimes you have some yogurt, right?	2	some, right	
49	8	00:12:00	right, buddy boy?	1	right	
49	8	00:12:00	what are you washing them with?	1	with	
49	8	00:12:00	what are you scrubbing him with?	1	with	
49	8	00:12:00	what are you scrubbing him with?	1	with	
49	8	00:12:28	after you wash them maybe you can use a pretend towel to dry them.	1	after	
49	8	00:13:09	I feel so much better.	1	much	
49	8	00:13:09	I just have a little cold.	1	little	
49	8	00:13:09	does Duck have a smile on his face?	2	on, face	
49	8	00:13:09	what about Diesel?	1	about	
49	8	00:13:09	you only grumpy when you're tired or when you're hungry, right?	1	right	
49	8	00:14:02	do you want to help me put the cheese sauce in?	1	in	
49	8	00:14:02	oh, maybe he's going to have to -- have his medicine before his nap?	1	before	
49	8	00:14:02	well -- why don't we give Diesel some medicine -- after lunch -- because that's when it'll be time for your --	2	some, after	
49	8	00:14:02	we'll give you some -- little bit more medicine.	3	some, little, bit	
49	8	00:14:02	right before your nap.	2	right, before	
49	8	00:14:02	I feel a little bit better.	2	little, bit	
49	8	00:14:02	diesel's nose is all stuffed up.	2	all, up	
49	8	00:15:03	thank+you for cleaning out my nose, said Diesel.	1	out	
49	8	00:15:03	well, we got to give him one -- a little bit of medicine, right after -- right before his nap.	6	little, bit, right, after, right, before	
49	8	00:15:03	why don't we give you your medicine -- right in a couple hours.	2	right, in	
49	8	00:15:03	I had to put special drops in it.	1	in	
49	8	00:16:04	yeah, well, I talked to Grandma -- couple days ago and I think she wants to go out to ADay_Out_With_Thomas again.	1	out	
49	8	00:16:04	it was a little Thomas.	1	little	
49	8	00:16:04	it was little -- it was miniature Thomases all over.	3	little, all, over	
49	8	00:16:04	and we saw the trains up on the high bridge.	3	up, on, high	
49	8	00:16:04	yeah, I forgot what the name of that place was.	1	place	
49	8	00:16:04	garden center?	1	center	
49	8	00:16:04	maybe Duck needs a little cough medicine.	1	little	
49	8	00:16:04	some --	1	some	
49	8	00:16:04	he wants what on it?	1	on	
49	8	00:17:04	what about Timmy?	1	about	
49	8	00:17:04	I -- lay in bed with you and -- and I rub your back, right?	4	in, with, back, right	
49	8	00:18:03	a little bit later when we go for your hair+cut, we have to give Jim his garbage can back.	3	little, bit, back	
49	8	00:18:03	you were helping me out in the yard last week.	3	out, in, last	
49	8	00:18:03	right?	1	right	
49	8	00:18:03	can't run over the fence.	1	over	
49	8	00:18:03	I put dirt in the garbage can and -- how come I had to put all the dirt in the garbage can?	3	in, all, in	
49	8	00:18:03	right.	1	right	
49	8	00:18:03	and we're going to put the shed on concrete, right?	2	on, right	
49	8	00:18:03	it's not going to go on wood because the concrete will last much longer.	4	on, last, much, longer	
49	8	00:19:01	I got to turn this over.	2	turn, over	
49	8	00:19:01	hold on.	1	on	
49	8	00:19:01	watch out.	1	out	
49	8	00:19:01	now it -- now it won't sink as much.	1	much	
49	8	00:19:01	can you find -- can you find -- after you have a Chex_Mix can I -- can you find me another triangle?	2	after, triangle	
49	8	00:19:01	come on.	1	on	
49	8	00:19:01	hold on.	1	on	
49	8	00:19:01	oh, you can't go around the rail+road crossing!	1	around	
49	8	00:20:16	don't go around the rail+road crossing, ok?	1	around	
49	8	00:20:24	because the gates go down because that means a train is coming.	1	down	
49	8	00:20:24	we don't want to run across the -- the rail+road gate, ok?	1	across	
49	8	00:20:31	rail+road down.	1	down	
49	8	00:20:32	rail+road up.	1	up	
49	8	00:20:33	someone put that in the middle of the tracks!	2	in, middle	
49	8	00:20:33	oh, rail+road crossing down.	1	down	
49	8	00:20:46	rail+road -- up.	1	up	
49	8	00:20:46	uh -- what are you hitting over there with the fire engine?	2	over, with	
49	8	00:20:46	is it a big -- is it the big, uh -- big truck?	3	big, big, big	
49	8	00:20:46	why don't we put the other car back.	1	back	
49	8	00:20:46	I think you have enough toys, buddy.	1	enough	
49	8	00:21:12	rail+road down.	1	down	
49	8	00:21:12	oh, it's a long train.	1	long	
49	8	00:21:12	we got to wait a little bit.	2	little, bit	
49	8	00:21:12	listen to some music.	1	some	
49	8	00:21:12	how about we turn the music up.	3	about, turn, up	
49	8	00:21:12	rail+road crossing up.	1	up	
49	8	00:21:12	because that'll put what in the wall?	1	in	
49	8	00:21:12	that'll put dents in the wall.	1	in	
49	8	00:21:12	big holes.	1	big	
49	8	00:21:51	down.	1	down	
49	8	00:21:51	why don't I put some of your toys back in the toy+box, ok?	3	some, back, in	
49	8	00:21:51	it's a long train?	1	long	
49	8	00:24:12	where's the other part of your ladder?	1	part	
49	8	00:24:12	I thought your ladder -- I thought it gets really tall, doesn't it?	1	tall	
49	8	00:24:12	bring it over here.	1	over	
49	8	00:24:12	sometimes -- boys are in a building that may be on fire and the firemen have to rescue them, right?	3	in, on, right	
49	8	00:24:12	because -- um, and it's a tall building.	1	tall	
49	8	00:24:12	if it's like four stories -- like forty feet up -- boys don't want to jump out the window and their Mommies.	2	up, out	
54	7	00:33:38	it's the stuff at the very bottom to make sure it's -- it's -- got to be level and it's something to -- hard -- hard for it to --	1	bottom	
54	7	00:33:38	something for it to, um, sit on.	1	on	
54	7	00:33:38	well the foundation is the bottom.	1	bottom	
54	7	00:33:38	now since that was your building, that's ok that you knock it down.	1	down	
54	7	00:33:38	but we're building together, aren't we?	1	together	
54	7	00:33:38	you may build by yourself.	1	by	
54	7	00:33:38	so tell me about the water tower.	1	about	
54	7	00:33:38	what -- what do they keep in the water tower?	1	in	
54	7	00:35:28	do you remember we used to see a lot of pipes where we used to live.	1	lot	
54	7	00:35:28	they were doing a lot of work on -- the sewer and water pipes.	2	lot, on	
54	7	00:36:35	not a big one?	1	big	
54	7	00:36:35	we like to go to the parks in St_Louis, don't we?	1	in	
54	7	00:36:35	what was the very fun park by the -- by the highway?	2	by, by	
54	7	00:36:35	it's probably about time for us to go back to the zoo.	2	about, back	
54	7	00:36:35	I remember the last time we went to the zoo.	1	last	
54	7	00:36:35	you played in the --	1	in	
54	7	00:38:25	can I put this up here?	1	up	
54	7	00:38:25	right?	1	right	
54	7	00:38:25	mama, please don't mess up my stack.	1	up	
54	7	00:39:22	maybe you need a pipe on the other side too.	2	on, side	
54	7	00:39:29	here's some more pipes.	1	some	
54	7	00:39:29	he's going to work up here.	1	up	
54	7	00:39:29	on the roof.	1	on	
54	7	00:55:20	if mama said no, would you -- would you've knocked it down?	1	down	
54	7	00:55:20	no, please don't knock down my blocks this time.	1	down	
54	7	00:55:20	we played hurricane together then.	1	together	
54	7	00:56:00	that's much better than kicking.	1	much	
54	7	00:56:09	I'm going to make the front of it look a little different because it's the --	2	front, little	
54	7	00:57:31	oh, it carries things on the top?	2	on, top	
54	7	00:57:56	a long train that lives under the box.	2	long, under	
54	7	00:57:56	now on here.	1	on	
54	7	00:57:56	let's see if we stick it together.	1	together	
54	7	00:57:56	and that smoke+stack is too high.	1	high	
54	7	00:57:56	your knee's in the way.	1	in	
54	7	00:57:56	big big train?	2	big, big	
54	7	00:57:56	ok, I'll put this one right here.	1	right	
54	7	00:57:56	put this on top.	2	on, top	
54	7	00:57:56	wow, that's going to be a tall train.	1	tall	
54	7	00:57:56	that -- that train car can probably carry lots and lots of tall things.	1	tall	
54	7	00:57:56	what are some tall things that the train could carry?	2	some, tall	
54	7	00:57:56	what can -- what are some tall things that the engine -- the -- that the train could carry?	2	some, tall	
59	6	00:04:17	they're out there amongst a whole bunch of people.	2	out, whole	
59	6	00:06:47	that little girl -- carrying that ###	1	little	
