subject	session	row	p_utts	c_utts	context
40	1	305	---		F talking to M
40	1	306	---		M talking to F.
40	1	307	---		F talking to M
40	1	308	---		F talking to M
40	1	312	---		M talking to F.
40	1	313	---		F talking to M.
40	1	315	---		M talking to F.
40	1	316	---		F talking to M
40	1	317	---		M talking to F.
40	1	318	---		M talking to F.
40	1	357	---		M talking to F.
40	1	358	---		M talking to F.
40	1	360	---		M talking to F.
40	1	372	---		M talking to F.
40	1	374	---		M talking to F.
40	1	375	---		F talking to M.
40	1	385	---		M talking to F.
40	1	386	---		F talking to M
40	1	387	---		M talking to F.
40	1	388	---		F talking to M
40	1	395	---		M talking to F.
40	1	396	---		M talking to F.
40	1	398	---		F talking to M.
40	1	399	---		M talking to F.
40	1	400	---		F talking to M.
40	1	401	---		M talking to F.
40	1	402	---		F talking to M.
40	1	417	---		M talking to F.
40	1	418	---		F talking to M.
40	1	419	---		M talking to F.
40	1	420	---		F talking to M.
40	1	421	---		M talking to F.
40	1	428	---		F talking to M
40	1	436	---		M talking to F.
40	1	437	---		F talking to M.
40	1	438	---		M talking to F.
40	1	439	---		M talking to F.
40	1	441	---		F talking to M,
40	1	444	---		M talking to F.
40	1	452	---		M talking to F.
40	1	555	---		M talking to F.
40	1	556	---		F talking to M
40	1	629	---		M talking to F, E?
40	1	676	---		M talking to F.
40	1	677	---		F talking to M.
40	1	1005	---		M talking to F.
40	1	1006	---		F talking to M.
40	1	1007	---		M talking to F.
40	1	1011	---		M talking to F.
40	1	1021	---		M talking to F
40	1	1022	---		M talking to F
40	1	1083	---		F talking to M.
40	1	1084	---		M talking to F.
40	1	1085	---		F talking to M.
40	1	1106	---		M talking to F.
40	1	1109	---		M talking to F.
40	1	1110	---		F talking to M.
40	1	1111	---		M talking to F.
40	1	1147	---		M talking to F.
40	1	1148	---		F talking to M.
40	1	1149	---		F talking to M.
40	1	1150	---		M talking to F.
40	1	1158	---		M talking to F.
40	1	1159	---		M talking to F.
40	1	1166	---		M talking to F.
40	1	1183	---		F talkinng to M.
40	1	1184	---		F talking to M.
40	1	1186	---		F talking to M.
40	1	1190	---		M talking to F.
40	1	1203	---		M talking to F.
40	1	1204	---		F talking to M.
40	1	1205	---		F talking to M.
40	1	1206	---		M talking to F.
40	1	1207	---		F talking to M.
40	1	1208	---		M talking to F.
40	1	1218	---		M talking to F.
40	1	1219	---		F talking to M.
40	1	1260	---		M talking to F.
40	1	1297	---		M talking to F.
40	1	1298	---		F talking to M.
40	1	1301	---		M talking to F.
40	1	1303	---		F talking to M.
40	1	1317	---		M talking to F.
40	1	1318	---		F talking to M
40	1	1319	---		M talking to F.
40	1	1334	---		M talking to F.
40	1	1335	---		F talking to M.
40	1	1336	---		M talking to F.
40	1	1337	---		F talking to M.
40	1	1340	---		F talking to M.
40	1	1341	---		M talking to F.
40	1	1345	---		M talking to F.
40	1	1406	---		F talking to M.
40	1	1407	---		F talking to M.
40	1	1408	---		M talking to F.
40	1	1409	---		M talking to F.
40	1	1410	---		F talking to M.
40	1	1434	---		F talking to M.
40	1	1435	---		M talking to F.
40	1	1436	---		F talking to M.
40	1	1444	---		M talking to F.
40	1	1445	---	###	M talking to F.
40	1	1446	---		F talking to M.
40	1	1447	---		F talking to M.            END OF TAPE 1
40	1	1453	---		F talking to M.
40	1	1454	---		M talking to F.
40	1	1457	---		M talking to F.
40	1	1458	---		F talking to M.
40	1	1459	---		M talking to F.
40	1	1462	---		M talking to F.
40	1	1463	---		M talking to F.
40	1	1475	---		M talking to F.
40	1	1476	---		F talking to M.
40	1	1477	---		M talking to F.
40	1	1504	---		M talking to F.
40	1	1505	---		F talking to M.
40	1	1506	---		M talking to F.
40	1	1507	---		F talking to M.
40	1	1601	---		M talking to F.
40	1	1602	---		F talking to M.
40	1	1603	---		M talking to F.
40	1	1604	---		F talking to M.
40	1	1607	---		M talking to F.
40	1	1608	---		F talking to M.
40	1	1609	---		M talking to F.
40	1	1620	---		F talking to E.
40	1	1627	---		F talking to M.
40	1	1635	---		M talking to F.
40	1	1640	---		F talking to M.
40	1	1642	---		M talking to F.
40	1	1653	---		M talking to F.
40	1	1716	---		M talking to F.
40	1	1717	---		M talking to F, C standing by toy box.
40	1	1719	---		F talking to M.
40	1	1720	---		M talking to F,
40	1	1721	---		F talking to M.
40	1	1809	---		F talking to M.
40	1	1820	---		M talking to F.
40	1	1821	---		F talking to M.
40	1	1827	---		M talking to F.
40	1	1828	---		F talking to M.
40	1	1829	---		F talking to M.
40	1	1830	---		M talking to F.
40	1	1833	---		M talking to F.
40	1	1842	---		M talking to F.
40	1	1843	---		M talking to F.
40	1	1844	---		F talking to M.
40	1	1845	---		M talking to F.
40	1	1850	---		F talking to M.
40	1	1853	---		M talking to F.
40	1	1854	---		F talking to M.
40	1	1860	---		M talking to F.
40	1	1866	---		M talking to F.
40	1	1878	---		M talking to F.
40	1	1879	---		F talking to M.
40	1	1883	---		F talking to M.
40	1	1902	---		M talking to F.
40	1	1910	---		F talking to M.
40	1	1916	---		M talking to F.
40	1	1933	---		F talking to M.
40	1	1938	---		F talking to M.
40	1	1941	---		F talking to M.
40	1	1942	---		F talking to M.
40	1	1945	---		F talking to M.
40	1	1946	---		M talking to F.
40	2	116	---		M talking to F who's in another room.
40	2	144	---		F talking to M from the other room at same time she's reading to C.
40	2	152	---		M talking to F.
40	2	153	---		F talking to M; gives her the phone.
40	2	188		no.	C talking to F.
40	2	197	---		F talking to M.
40	2	203	watch Elmo do it.		M and F talking at same time.
40	2	208	---		M talking to F.
40	2	212	---		M talking to F.
40	2	213	---		F talking to M.
40	2	219	---		M talking to F.
40	2	220	---		F talking to M.
40	2	235	oh!		M and F talking at same time.
40	2	251	---		M talking to F.
40	2	252	---		F talking to M.
40	2	254	---		M talking to F.
40	2	255	---		F talking to M.
40	2	256	---		M talking to F.
40	2	301	what?		M and F talking at same time.
40	2	305	---		F talking to E.
40	2	329	---		F talking to E.
40	2	332	---		M talking to F.
40	2	338	---		F talking to M.
40	2	340	---		M talking to F.
40	2	342	---		F talking to M.
40	2	343	---		M talking to F.
40	2	344	---		F talking to M.
40	2	349	---		F talking to M.
40	2	350	---		M talking to F.
40	2	351	---		M talking to F.
40	2	352	---		F talking to M.
40	2	355	here drunk girl.		M and F talking at same time.
40	2	369	---		F talking to M.
40	2	370	---		M talking to F.
40	2	386	it's up+side down.		F talking about the book.
40	2	393	---		M talking to F.
40	2	397	---		F talking to M.
40	2	398	---		M talking to F.
40	2	401	---		M talking to F.
40	2	409	---		M talking to F.
40	2	410	---		F talkin to M.
40	2	427	---		F talking to M.
40	2	428	---		M talking to F.
40	2	429	---		F talking to M.
40	2	430	---		M talking to F.
40	2	431	---		F talking to M.
40	2	433	---		F talking to M.
40	2	434	---		M and F talking back and forth.
40	2	436	---		F talking to M.
40	2	437	---		M talking to F.
40	2	440	mmm.		M and F talking at same time.
40	2	443	---		M talking to F.
40	2	444	---		F talking to M.
40	2	470	---		F talking to M.
40	2	472	---		F talking to M.
40	2	473	---		M talking to F.
40	2	477	---		F talking to M.
40	2	490	---		F talking to M.
40	2	491	---		M and F talking back and forth.
40	2	502	---		F talking to M.
40	2	504	---		M talking to F.
40	2	507	---		M talking to F.
40	2	508	---		F talking to M.
40	2	509	---		M talking to F.
40	2	510	---		F talking to M; F holds book and C turns the pages.
40	2	533	---		M talking to F.
40	2	536	---		M talking to F.
40	2	537	---		F talking to M.
40	2	538	---		M talking to F.
40	2	539	---		F talking to M.
40	2	540	---		M talking to F.
40	2	543	ready?		F pushes button to make another book on the ground speak.
40	2	547	---		M talking to F.
40	2	548	---		F talking to M and M talking to him at same time.
40	2	561	---		F talking to M.
40	2	566	---		M and F talking.
40	2	587	---		M talking to F at same time he's talking.
40	2	599	---		M talking to Fat same time he's talking.
40	2	600	---		F talking to M.
40	2	601	---		M talking to F.
40	2	696	---		M and F talking.
40	2	700	---		M and F talking to each other and to E.
40	2	799	---		M talking to F.
40	2	800	---		F talking to M.
40	2	803	---		M talking to F.
40	2	804	---		F talking to M.
40	2	805	---		M talking to F.
40	2	808	---		M and F talking.
40	2	810	---		M and F talking.
40	2	814	---		F talking to M.
40	2	815	---		M and F talking to each other.
40	2	818	---		M and F talking.
40	2	839	---		F talking to M.
40	2	840	---		F talking to E.
40	2	841	---		M and F talking.
40	2	844	---		M and F talking.
40	2	864	---		F talking to E.
40	2	868	---		M and F talking; F starts running the bathroom.
40	2	870	---		M talking to F; C walking back towards them.
40	2	920	---		M and F talking.
40	2	922	---		M and F talking.
40	2	926	---		M and F talking.
40	2	930	---		M and F talking.
40	2	960	car!		M and F talking at same time.
40	2	971	---		F talking to M.
40	2	974	---		M talking to F.
40	2	990	---		M and F talking.
40	2	1020	---		M and F talking.
40	2	1022	---		F talking to M.
40	2	1023	---		M tand F talking; M, C and F are watching TV.
40	2	1038	---		F talking to M.
40	2	1039	---		M talking to F.
40	2	1055	---		M talking to F.
40	2	1061	---		M talking to F; she then reaches over and takes away C's passifyer.
40	2	1067	---		M and F talking.
40	2	1071	---		F talking to M.
40	2	1076	---		M talking to F.
40	2	1128	---		F talking to M.
40	2	1129	---		M talking to F.
40	2	1136	---		M and F talking.
40	2	1146	---		F talking to M.
40	2	1148	---		F talking to M.
40	2	1152	---		M and  F talking.
40	2	1154	---		M talking to F.
40	2	1155			C walking towards M and F holding up snow man at same time M is talking to F.
40	2	1156	---		M talking to F.
40	2	1172	---		M and F talking.
40	2	1194	---		F talking to M.
40	2	1204	---		F talking to M.
40	2	1213	---		M talking to F.
40	2	1216	---		F talking to M.
40	2	1231	---		M and F talking.
40	2	1233	---		M and F talking.
40	2	1250	---		M and F talking.
40	2	1258	---		M and F talking and watching TV.
40	2	1260	---		M and F talking.
40	2	1263	---		F talking on phone.
40	2	1264	---		M talking to F.
40	2	1278	---		F talking to E.
40	2	1380	---		F talking to M.
40	2	1393	---		F talking to M.
40	2	1448	---		M and F talking.
40	2	1454	---		M talking to F.
40	2	1460	---		M and F talking.
40	2	1462	---		M and F talking.
40	2	1464	---		M and F talking.
40	2	1468	---		M talking to F.
40	2	1535	Ooo.		F immitating how C says you.
40	2	1564	---		F talking to E.
40	2	1584	###		F says something at same time M is talking; F is standing behind E.
40	2	1598	---		M talking to F
40	2	1605	---		F sits down and picks up C; F talking to M.
40	2	1608	---		F talking to M.
40	2	1652	---		M talking to F.
40	2	1653	---		F talking to M.
40	2	1657	---		F talking to M.
40	2	1658	---		M talking to F.
40	2	1664	---		M talking to F.
40	2	1667	---		F and M talking.
40	2	1677	---		M talking to F.
40	2	1687	no.	no.	C and F talking at same time; C answering M.
40	2	1711	---		F talking to M.
40	2	1716	---		F talking to M.
40	2	1723	---		M talking to F.
40	2	1726			C reading book and pointing at pictures in the background while M and F talk.
40	2	1727	---		M talking to F.
40	2	1729	---		F talking to M.
40	2	1732	---		M and F talking.
40	2	1734	---		F talking to F.
40	2	1739	---		F talking to M.
40	2	1777	---		F talking to M.
40	2	1790	---		M talking to F.
40	2	1791	---		F talking to M.
40	2	1808	---		M and F talking.
40	2	1821	---		M talking to F.
40	2	1824	---		M and F talking.
40	2	1905	---		M talking to F.
40	2	1907	---		F talking to M.
40	2	1909	---		F talking to M.
40	2	1914	ok.		F has been talking to M this whole time.
40	2	1915	---		M and F talking.
40	2	1917	---		M and F talking.
40	2	1918			M and F still talking.
40	2	1919	---		M and F talking.
40	2	1922	---		F talking to M while she laughs.
40	2	1924	---		M talking to F.
40	2	1943	---		M and F looking at pictures and talking.
40	2	1950	---		M talking to F.
40	2	1953	---		F talking to M.
40	2	1963	---		M talking to F.
40	2	1967	---		M and F talking.
40	2	1970	---		M and F talking.
40	2	1972	---		M and F talking.
40	2	1977	---		M and F talking.
40	2	1980	---		M talking to F.
40	2	1982	---		M talking to F.
40	2	1988	---		M talking to F.
40	2	1992	---		F talking to M.
40	2	1993	---		M talking to F.
40	2	2038	bless+you.		M and F talking at same time.
40	2	2045	mine.		M and F talking at same time.
40	2	2050	---		M talking to F.
40	2	2062	---		M talking to F.
40	2	2063	---		F talking to M.
40	2	2102	---		F talking to M; both watching TV
40	2	2104	---		M and F talking.
40	2	2105			F gives C the cup; still talking to M.
40	2	2108	---		M talking to F.
40	2	2127	---		F talking to M.
40	2	2130	---		F talking to M at same time.
40	2	2134	---		M and F talking.
40	2	2140	don't bite that couch.		M and F talking at same time.
40	2	2145	---		F talking to M.
40	2	2154	---		F talking to E.
40	3	116	---		M talking to F.
40	3	224	amen.		M and F talking at same time.
40	3	225	amen.		M and F talking at same time.
40	3	229	---		M and F talking.
40	3	270	mommy.		F talking from the other room.
40	3	509	---		M and F talking.
40	3	581	---		M talking to F.
40	3	583	that was my hair.		F talking at same time as M.
40	3	584	---		M and F talking at the same time; F talking to M; Can 't understand what M says.
40	3	618	---		M and F talking.
40	3	642	---		M and F talking.
40	3	643		boo+boo.	C pointing to scratch on her face M and F are talking about.
40	3	647	---		F talking to M.
40	3	658	---		M and F talking.
40	3	681	---		M and F talking.
40	3	696	---		M talking to F.
40	3	703	fold -- Fold blanket.		F immitating the way C says blanket.
40	3	712	hey!		F talking at same time as M's last utterance.
40	3	715	---		M talking to F.
40	3	725	pick it up.		M and F talking at same time.
40	3	772	---		F talking to M.
40	3	778	---		F talking to M.
40	3	782	---		F talking to M.
40	3	794	---		M gesturing and talking to F.
40	3	835	---		M talking to F.
40	3	840	---		F talking to M.
40	3	874	---		M talking to F.
40	3	902	---		M and F talking.
40	3	906	---		F talking to M.
40	3	918	---		M and F talking.
40	3	923	---		F talking to M.
40	3	931	---		M and F talking.
40	3	937	---		M and F talking.
40	3	940	---		F talking to E.
40	3	964	---		F talking to M.
40	3	982	---		M and F talking.
40	3	1002	---		M and F talking.
40	3	1728	---		F talking and gesturing to E.
40	3	1845	---		F calling for M; him and M talking.
40	3	1850	---		F and M talking.
40	3	1959	---		F talking to E.
40	3	2017	---		F talking to M.
40	3	2019	---		M and F talking.
40	3	2024	---		M talking to F.
40	3	2026	---		M and F talking.
40	3	2039	---		M and F talking.
40	3	2056	---		M talking to F.
40	3	2061	---		F talking to M.
40	3	2063	---		M talking to F.
40	3	2065	---		M and F talking.
40	3	2067	---		F talking to M.
40	3	2079	---		M and F talking.
40	3	2131	---		F talking to M.
40	3	2152	---		F talking to M.
40	3	2163	---		M and F talking.
40	4	9	---		F talking to E; Tape skips.
40	4	13	---		F talking to M.
40	4	807	---		F talking to E.
40	4	1155	---		M talking to F.
40	4	1158	where did you throw the blocks?		M and F talking at same time.
40	4	1247	---		F talking to M.
40	4	1257	---		M talking to F.
40	4	1258	---	do again.	F talking to M.
40	4	1261	---		M and F talking.
40	4	1271	---		M talking to F.
40	4	1273	---	daddy.	M and F talking.
40	4	1277	---		M and F talking.
40	4	1278	---		M and F talking.
40	4	1282	---		M and F talking.
40	4	1286	---		M and F talking.
40	4	1291	---		M and F talking.
40	4	1293	---		M and F talking.
40	4	1301	---		F talking to M.
40	4	1303	---		M and F talking.
40	4	1310	---		M and F talking.
40	4	1311	---		F talking to E.
40	4	1329	---		M talking to F.
40	4	1331	---		M and F talking.
40	4	1333	---		M talking to F.
40	4	1348	---		M and F talking.
40	4	1351	---		F talking to M.
40	4	1371	---		F talking to M.
40	4	1391	---		M and F talking.
40	4	1400	---		F talking to M.
40	4	1416	---		M talking to F.
40	4	1418	---		F talking to M.
40	4	1439	---		M talking to F.
40	4	1441	---		M talking to F.
40	4	1453	---		M talking to F.
40	4	1455	---		M and F talking.
40	4	1483	---		F and M talking.
40	4	1486			F gesturing at same time M's talking.
40	4	1490	---		F and M talking.
40	4	1493	---		F talking to M.
40	4	1506	---		M and F talking.
40	4	1508	---		F talking to E.
40	4	1511	---		M and F talking.
40	4	1515	---		F talking to M.
40	4	1526	---		F talking to M.
40	4	1556	---		F talking to M.
40	4	1564	---		M and F talking.
40	4	1568	---		M talking to F.
40	4	1571	---		M and F talking.
40	4	1589	---		F talking to M.
40	4	1596	---		M and F talking.
40	4	1599	---		F talking to M.
40	4	1613	---		M talking to F.
40	4	1615	---		M talking to F.
40	4	1637	---		M talking to F.
40	4	1643	---		M talking to F.
40	4	1654	---		F talking to M.
40	4	1657	---		F talking to M.
40	4	1660	---		F talking to M.
40	4	1664	---		M and F talking.
40	4	1677	---		F talking to M.
40	4	1678	---	no.	M talking to F.
40	4	1692	---		F talking to M.
40	4	1696	---		F talking to M.
40	4	1723	---		M talking to F.
40	4	1727	---		M talking to F.
40	4	1744	---		M and F talking.
40	4	1748	---		F talking to M.
40	4	1759	---		M and F talking.
40	4	1770	---		F talking to M.
40	4	1828	---		M talking to F.
40	4	1832	tada.		F talking and gesturing to M.
40	4	1840	---		F talking to M.
40	4	1853	---		M talking to F.
40	4	1871	it's not.		M and F talking.
40	4	1872	yes it is.		M and F talking.
40	4	1888	hey!		F talking to M.
40	4	1904	---		M talking to F.
40	4	1918	---		M and F talking.
40	4	1921	---		M talking to F.
40	4	1936	---		M and F talking.
40	4	1949	---		F talking to M.
40	4	1980	---		F talking to M.
40	4	1985	---		M and F talking.
40	4	1992	---		M and F talking.
40	4	1994	---		M talking to F.
40	4	1996	---		M talking to F.
40	4	2001	---		F talking to M.
40	4	2011	---		M talking to F.
40	4	2014	---		M and F talking.
40	4	2016	---		F talking to M.
40	4	2020	---		F talking to M.
40	4	2060	---		F talking to M.
40	4	2065	---		F talking to M.
40	4	2079	---		F talking to M.
40	4	2082	---		M and F talking.
40	4	2084	---		F talking to M.
40	4	2100	---		F talking to M.
40	4	2103	---		M talking to F.
40	4	2120	---		F talking to E.
40	4	2123	---		F talking to M.
40	4	2144	---		M talking to F.
40	4	2154	---		M and F talking.
40	4	2157	---		M talking to F.
40	4	2165	---		M and F talking.
40	4	2168	---		M and F talking.
40	4	2170	---		M and F talking.
40	4	2176	---		M and F talking.
40	4	2178	---		M talking to F.
40	4	2185	---		M and F talking.
40	4	2199	---		M and F talking.
40	4	2200	---		F talking to E.
40	4	2280	---		M talking to F.
40	4	2307	--		M talking to F.
40	4	2367	---		M and F talking.
40	4	2389	---		F talking to M.
40	4	2405	---		M and F talking.
40	4	2411	---		M talking to F.
40	4	2413	---		M and F talking.
40	4	2431	---		M and F talking.
40	4	2444	---		M and F talking as C goes to kitchen.
40	4	2453	---		M and F talking.
40	4	2457	---		M and F talking.
40	4	2460	---		F talking to M.
40	4	2463	---		M and F talking.
40	4	2467	---		M and F talking.
40	4	2488	---		M and F talking.
40	5	259	---		M and F talking in kitchen.
40	5	282	---		M and F talking.
40	5	285	---		M and F talking.
40	5	673	---		F talking to M.
40	5	675	---		F talking to M.
40	5	687	---		M and F talking.
40	5	706	---		M talking to F.
40	5	721	---		F talking to E.
40	5	727	---		M and F talking.
40	5	730	---		M and F talking.
40	5	736	so did I when we bought it.		F talking to S2.
40	5	766	---		M and F talking to S1 and S2.
40	5	803	---		M and F talking.
40	5	806	---		M and F talking.
40	5	807	---		F talking to E.
40	5	808	---		M and F talking.
40	5	828	---		M, sibs, and F talking.
40	5	833	---		F talking to M.
40	5	869	---		F talking to M.
40	5	922	---		M and F talking.
40	5	931	---		M talking to F.
40	5	940	---		M, F, and S2 talking.
40	5	956	---		M, F and sibs talking.
40	5	958	---		F talking to sibs and M.
40	5	961	---		M and F talking.
40	5	1005	---		M and F talking.
40	5	1008	---		M and F talking.
40	5	1014	---		M and F talking.
40	5	1046	---		M talking to F.
40	5	1114	---		M and F talking.
40	6	199	---		M talking to F (just came  home).
40	6	202	---		F talking to M.
40	6	229	---		M and F talking.
40	6	245	---		M and F talking.
40	6	258	---		M talking to F.
40	6	486	---		F talking to M.
40	6	490	---		F talking to M.
40	6	502	---		M talking to F.
40	6	504	---		M talking to F.
40	6	515	---		F talking to S1 in kitchen; M and C in front room.
40	6	536	###		F talking to S2 in kitchen; can't hear what he's saying.
40	6	580	---		F talking to S1.
40	6	594	---		F talking to E.
40	6	626	---		F talking to S1.
40	6	629	---		F talking to S1.
40	6	636	---		M and F talking.
40	6	639	---		M and F talking in front room.
40	6	663	I'll go with you.		F saying \"wiff\" b/c that's how C says with.
40	6	685	---		F talking to M.
40	6	689	---		M talking to F.
40	6	779	---		M talking to F.
40	6	832	---		M talking to F.
40	6	833	yeah it is.		F talking to M.
40	6	835	---		M and F talking.
40	6	863	---		F talking to M.
40	6	873	---		F talking to M.
40	6	876	---		F talking to M.
40	6	898	---		F talking to M.
40	6	940	---		M and F talking.
40	6	982	---		F talking to S1.
40	6	995	---		F talking to S1.
40	6	997	---		M and F talking in front room; C in kitchen w/ S1.
40	6	1035	---		F talking to S1.
40	6	1081	---		F talking to M.
40	6	1088	---		M talking to F.
40	6	1089	---	who is this?	F talking to M.
40	6	1091	---		F talking to M.
40	6	1105	---		F and M talking.
40	6	1110	---		F talking to S1.
40	6	1111	---		M and F talking.
40	6	1140	---		M and F talking.
40	6	1142	---		F talking to M.
40	6	1145	---		M and F talking.
40	6	1184	---		M and F talking.
40	6	1189	---		F talking to S1.
40	6	1192	---		M and F talking in front room while S1 and C in kitchen.
40	6	1203	---		M and F talking to S1.
40	6	1211	---		M and F talking in front room; C and S1 go back into kitchen.
40	6	1276	---		M and F talking.
40	6	1279	---		M and F and S1 talking.
40	6	1281	---		M and F talking.
40	6	1282	---		F & M talking to S1.
40	6	1299	---		M talking to F.
40	6	1300	---		F & M talking to S1.
40	6	1316	---		M and F talking.
40	6	1353	---		F talking to S1.
40	6	1356	these are good.		F talking to M.
40	6	1364	---	Jen, I'm making an exercise.	F talking to S1.
40	6	1367	---		M & F talking to S1.
40	6	1372	---		M talking to F.
40	6	1376	is that the Michael move, what?		F talking about Michael Jackson.
40	6	1403	---		F talking to S1.
40	6	1424	---		M talking to F.
40	6	1468	---		F and M talking.
40	6	1481	---		M and F talking.
40	6	1485	---		M and F talking.
40	6	1505	---		F talking to M.
40	6	1512	---		F talking to M.
40	6	1514	---		F talking to M.
40	6	1575	---		F talking to M.
40	6	1582	---		F talking to E.
40	6	1595	---		M talking to F.
40	6	1597	---		M talking to F.
40	6	1609	---		F talking to M.
40	6	1612	---		M and F talking to S1 & each other.
40	6	1631	---		M talking to S1 and/or F.
40	6	1636	---		M and F talking.
40	6	1650	---		M and F talking.
40	6	1652	---		M and F talking.
40	6	1658	---		M and F talking.
40	6	1667	---		M and F talking.
40	6	1678	---		F and M talking.
40	7	121	---		M talking to F
40	7	124	very good now.		F talking to M.
40	7	128	---		M talking to F.
40	7	479	---		M and F talking in background
40	7	484	Sara.		F talking to C.
40	7	486	you're my best friend.		F talking to C.
40	7	489	yes?		F talking to C.
40	7	491	I love you, baby.		F talking to C.
40	7	492	---		F and M talking.
40	7	860	---		F talking to E
40	7	870	---		F talking to E
40	7	906	---		F talking to E
40	7	942	---		F talking to E
40	7	971	---		F and M talking
40	7	977	---		F and M talking
40	7	1693	---		F talking to E
40	7	1700	---		F talking to M
40	7	1703	---		F talking to M.
40	7	1749	---		F talking to E
40	7	1764	---		M and F talking
40	7	1770	---		F and M talking
40	7	1780	---		M and F talking to each other, making fun of C
40	7	1782	---		F talking to E
40	7	1816	---		F talking to M
40	7	1828	---		F talking to M
40	7	1852	---		M talking to F.
40	7	1854	---	no!	M and F talking
40	7	1867	---		F talking to M
40	7	1877	---		F and M talking in background.
40	7	1951	---		F and M talking.
40	7	1960	---		F and M talking.
40	7	1969	---		F talking to E
40	7	1980	---		F and M talking.
40	7	1995	---		M talking to F
40	7	2002	---		F and M talking.
40	7	2003	---		F talking to E.
40	7	2004	---		M talking to F.
40	7	2012	---		M and F talking.
40	7	2030	---		M talking to F.
40	7	2038	---		F talking to M
40	7	2043	---		F and M talking
40	7	2084	---		F talking to M.
40	7	2086	---		F talking to M.
40	7	2090	---		M talking to F.
40	7	2116	---		F talking to M.
40	7	2120	---		F and M talking
40	7	2123	---		F and M talking.
40	7	2130	---		F and M talking.
40	7	2142	---		F and M talking
40	7	2163	---		M talking to F.
40	7	2168	---		M talking to F.
40	7	2177	---		M and F talking.
40	7	2181	---		F and M talking.
40	7	2231	---		F talking to M
40	7	2245	---		F and M talking.
40	7	2282	---		F and M talking,
40	7	2309	---		M talking to F
40	7	2314	---		F talking to M.
40	7	2336	---		F and M talking.
40	7	2371	---		M and F talking
40	7	2379	---		M and F talking.
40	8	311	---		F talking to M
40	8	316	---		F talking to M
40	8	479		let me have it.	C talking to sib2.
40	8	487	---	###	F babytalking
40	8	694		fourteen.	C responding to F talking to S2
40	8	863		Hannah look at -- at, um, Aunt_Elaine.	C talking/gesturing to sib1.
40	8	864		look at.	C talking to sib1.
40	8	866		see?	C talking to sib1.
40	8	867		### video+tape.	C talking/gesturing to sib1.
40	8	869		see?	C talking/gesturing to sib1.
40	8	886	---		M and F talking
40	8	1087	---		F and M talking
40	8	1303	---		F and M talking
40	10	155		Elmo.	C talking to sibling.
40	10	321		she'll eat them.	C speaking to father.
42	1	34	you better behave yourself, or I'll throw you outside.		F talking to dog.
42	1	78	TC, no.		F talking to cat.
42	1	104	---		F talking to E. F turns tv on. TV very very loud.
42	1	117	---		F talking to E. F leaves room.
42	1	127	get out of here.		F talking to pet dog.
42	1	128	### go on, go.		F talking to pet dog, TV very loud. F moves dog away from C.
42	1	132	Casey go lay down.		F talking to pet cat.
42	1	141	shut up.		F talking to dog in house.
42	1	144	###		TV too loud to hear what F is saying.
42	1	148	misty.		F talking to pet dog.
42	1	156	---		F talking to other adult.
42	1	176	---		F talking to other adult.
42	1	177	---		F talking to other adult.
42	1	178	---		F talking to other adult.
42	1	179	misty, lay down.		F talking to dog.
42	1	180	---		F talking to other adult.
42	1	181	---		F talking to other adult.
42	1	182	---		F talking to other adult.
42	1	183	---		F talking to other adult.
42	1	184	---		F talking to other adult.
42	1	185	---		F talking to other adult.
42	1	186	---		F talking to other adult.
42	1	187	---		F talking to other adult.
42	1	188	---		F talking to other adult.
42	1	189	---		F talking to other adult.
42	1	196	---		F talking to other adult.
42	1	214	---		F talking to other adult.
42	1	274	get out of here.		F talking to pet.
42	1	276	hey, get out of here.		F talking to dog.
42	1	296	misty.		F talking to dog.
42	1	309	don't.		F talking to dog who is tying to take toy from C.
42	1	431	you want to play with me?		F talking to dog, F playing with dog.
42	1	491	Guzuntite.		F sneezes, says bless you to himself.
42	1	515	---		F talking on phone with M.
42	1	529	---		F talking on phone with M.
42	1	534	---		F talking on phone.
42	1	539	---		F talking on phone.
42	1	540	hey!		F talking to dog.
42	1	557	---		F talking on phone.
42	1	614	hey!		F talking to dog.
42	1	620	###		F talking with mouth full, unintelligible.
42	1	625	hey!		F talking to cat.
42	1	631	hey!		F talking to cat.
42	1	639	bad kittie.		F talking to cat.
42	1	674	quiet.		F talking to pet.
42	1	678	go out of there.		F talking to cat, cat not in view.
42	1	692	fire.		F talking to cat.
42	1	697	how are you?		F talking to cat.
42	1	698	###		F steps over cat, says something. C eating snack.
42	1	699	###		F talking to pet.
42	1	700	go away Romeo, go.		F talking to pet. F and pet out of view.
42	1	781	---		F talking on phone.
42	2	7	---		F talking to E.
42	2	22	---		F talking to E.
42	2	24	---		F talking to E.
42	2	29	give it to Donna.		F saying name of dog?
42	2	41	hey.		F talking to dog.
42	2	42	get out of there.		F talking to dog; F hits dog away from C's candy.
42	2	55	hey.		F talking to dog.
42	2	56	### get off my chair.		F lifts dog off of chair; F talking and gesturing to dog.
42	2	114	go get your pop.		F talking about C's cup in the hallway.
42	2	408	get down ###.		F talking to cat.
42	2	513			F takes walkie talkie from C.
42	2	530	yeah, batteries.		F takes walkie talkie from C.
42	2	1071	she lost.		F talking about someone on TV.
42	3	7	---		F talking to E.
42	3	103	---		M talking to cat and then to F.
42	3	159	---		M and F talking.
42	3	221	---		M talking to F.
42	3	223	---		M and F talking; C keeps pointing and trying to get M's attention.
42	3	298	---		M and F talking.
